"sno","nodes","id","celebrity_twitter_id","weight"
"177","jackkybhagnani","jackkybhagnani","80018213","6"
"178","Javedakhtarjadu","Javedakhtarjadu","122995784","12"
"179","Jemima_Khan","Jemima_Khan","94628304","41"
"180","JhaSanjay","JhaSanjay","50943008","263"
"181","jiteshpillaai","jiteshpillaai","40884854","294"
"182","jonathanshainin","jonathanshainin","46073276","1"
"183","JP_LOKSATTA","JP_LOKSATTA","242253020","3"
"184","juniorbachchan","juniorbachchan","87170183","6248"
"185","k_satyarthi","k_satyarthi","2477802067","219"
"186","Kailashkher","Kailashkher","41552881","35"
"187","kalkikanmani","kalkikanmani","110025421","60"
"188","KapilSharmaK9","KapilSharmaK9","1492538024","897"
"189","karan009wahi","karan009wahi","105210222","128"
"190","karanjohar","karanjohar","57928790","1070"
"191","karshkalemusic","karshkalemusic","64947724","12"
"192","kartikmurali","kartikmurali","139385992","1"
"193","kaushikcbasu","kaushikcbasu","17797666","1"
"194","KBCsony","KBCsony","339600819","4"
"195","KBFCOfficial","KBFCOfficial","2585481402","2060"
"196","KKRiders","KKRiders","23592970","91"
"197","konkonas","konkonas","75854417","37"
"198","Kritika_Kamra","Kritika_Kamra","147019183","546"
"199","kunalkohli","kunalkohli","15941979","120"
"200","LalitKModi","LalitKModi","70179948","1051"
"201","LaraDutta","LaraDutta","66334209","14"
"202","LifeOKTV","LifeOKTV","427258135","1966"
"203","Lisaraniray","Lisaraniray","69771400","90"
"204","livemint","livemint","17673635","119"
"205","M_Lekhi","M_Lekhi","373410448","404"
"206","MadhuriDixit","MadhuriDixit","220228167","115"
"207","madversity","madversity","63073975","166"
"208","Maheshbhupathi","Maheshbhupathi","58173133","2"
"209","MaheshNBhatt","MaheshNBhatt","53556894","22"
"210","makeinindia_","makeinindia_","2785480981","3031"
"211","mandybedi","mandybedi","47571031","3"
"212","mangeshkarlata","mangeshkarlata","155151279","12"
"213","ManishMalhotra1","ManishMalhotra1","144755081","198"
"214","ManishPaul03","ManishPaul03","631926517","43"
"215","ManishTewari","ManishTewari","936695288","8"
"216","manoharparrikar","manoharparrikar","347035710","9"
"217","MarsOrbiter","MarsOrbiter","2765974980","70"
"218","MEAIndia","MEAIndia","441636351","42"
"219","medianama","medianama","14444461","4"
"220","MIB_India","MIB_India","920488039","987"
"221","MikaSingh","MikaSingh","613321095","101"
"222","milinddeora","milinddeora","332188446","26"
"223","mipaltan","mipaltan","106345557","79"
"224","MiraPagliNair","MiraPagliNair","265178794","3"
"225","MirzaSania","MirzaSania","87174678","3690"
"226","MishalHusainBBC","MishalHusainBBC","74265849","13"
"227","MissMalini","MissMalini","16983244","5076"
"228","Mohanlal","Mohanlal","148248527","2"
"229","MoHFW_INDIA","MoHFW_INDIA","2596143056","19"
"230","MPNaveenJindal","MPNaveenJindal","358136545","187"
"231","msdhoni","msdhoni","92708272","2251"
"232","msisodia","msisodia","30417501","56"
"233","MTVIndia","MTVIndia","16507391","195"
"234","MumbaiCityFC","MumbaiCityFC","2558635207","967"
"235","mygovindia","mygovindia","2686834802","21"
"236","myindianidol","myindianidol","443635369","3"
"237","NandanNilekani","NandanNilekani","1867843520","5"
"238","naqvimukhtar","naqvimukhtar","287156977","17"
"239","narendramodi","narendramodi","18839785","8788"
"240","narendramodi_in","narendramodi_in","296612629","67"
"241","NargisFakhri","NargisFakhri","102382667","70"
"242","NavbharatTimes","NavbharatTimes","123171317","169"
"243","ncbn","ncbn","85221650","49"
"244","ndtv","ndtv","37034483","626"
"245","ndtvgoodtimes","ndtvgoodtimes","38412590","55"
"246","neelamkothari","neelamkothari","104417011","13"
"247","NehaDhupia","NehaDhupia","56913467","265"
"248","NeilNMukesh","NeilNMukesh","70903729","260"
"249","NeinQuarterly","NeinQuarterly","458966079","713"
"250","NewsyVideos","NewsyVideos","9783422","3"
"251","NH7","NH7","15875921","270"
"252","nikhilchinapa","nikhilchinapa","47753886","175"
"253","nikitindheer","nikitindheer","1129278218","3"
"254","nilanjanaroy","nilanjanaroy","36052760","2"
"255","NimratOfficial","NimratOfficial","60023642","85"
"256","nitin_gadkari","nitin_gadkari","97217966","124"
"257","NSaina","NSaina","1196254680","47"
"258","nsitharaman","nsitharaman","58243368","50"
"259","nytimesworld","nytimesworld","1877831","60"
"260","PadmaLakshmi","PadmaLakshmi","57371662","62"
"261","Pallamrajumm","Pallamrajumm","1154869812","1"
"262","PandaJay","PandaJay","331136088","84"
"263","PankajPachauri","PankajPachauri","33464913","1"
"264","parakala","parakala","57953364","19"
"265","ParineetiChopra","ParineetiChopra","33801019","1113"
"266","PDdancing","PDdancing","700568101","42"
"267","PIB_India","PIB_India","231033118","1367"
"268","PiyushGoyal","PiyushGoyal","1324334436","43"
"269","PlanComIndia","PlanComIndia","1244137812","10"
"270","PMOIndia","PMOIndia","471741741","1608"
"271","PMuralidharRao","PMuralidharRao","19438384","12"
"272","poojabeditweets","poojabeditweets","75968447","3"
"273","poonam_mahajan","poonam_mahajan","230856076","1"
"274","PrabhuChawla","PrabhuChawla","40400019","397"
"275","praful_patel","praful_patel","2189716682","21"
"276","PrakashJavdekar","PrakashJavdekar","1072993274","687"
"277","PrannoyRoyNDTV","PrannoyRoyNDTV","83529586","12"
"278","prashantktm","prashantktm","346316391","9"
"279","PritishNandy","PritishNandy","52339151","26"
"280","priyankachopra","priyankachopra","18681139","699"
"281","PTI","PTI","17299063","7"
"282","quizderek","quizderek","120965579","93"
"283","R_Khanna","R_Khanna","53790896","31"
"284","Ra_THORe","Ra_THORe","61458407","3"
"285","Raghav_Bahl","Raghav_Bahl","169058509","19"
"286","RahulBose1","RahulBose1","116677732","127"
"287","rahulkanwal","rahulkanwal","75509967","95"
"288","RailMinIndia","RailMinIndia","2602959463","275"
"289","rajasthanroyals","rajasthanroyals","17082958","120"
"290","rajcheerfull","rajcheerfull","83212615","55"
"291","rajeev_mp","rajeev_mp","28082599","259"
"292","rajeevgowda","rajeevgowda","23766957","3"
"293","RajeevMasand","RajeevMasand","27602673","80"
"294","RajivMakhni","RajivMakhni","75714954","204"
"295","raju","raju","224180296","152"
"296","RakeyshOmMehra","RakeyshOmMehra","261090708","25"
"297","Ram_Guha","Ram_Guha","1657730988","7"
"298","rameshsrivats","rameshsrivats","17482727","17"
"299","RamKapoor","RamKapoor","364061735","68"
"300","ramonasworld","ramonasworld","121366894","7"
"301","rampalarjun","rampalarjun","108936259","27"
"302","RanaDaggubati","RanaDaggubati","111871312","179"
"303","RandeepHooda","RandeepHooda","66092787","151"
"304","RannvijaySingha","RannvijaySingha","123287206","119"
"305","RanveerOfficial","RanveerOfficial","68497896","304"
"306","RashtrapatiBhvn","RashtrapatiBhvn","2597413135","485"
"307","RCBTweets","RCBTweets","70931004","25"
"308","realpreityzinta","realpreityzinta","86254626","124"
"309","RedChilliesEnt","RedChilliesEnt","1243173036","1105"
"310","RGVzoomin","RGVzoomin","43017766","8"
"311","RichaChadda","RichaChadda","207888272","42"
"312","Riteishd","Riteishd","57998991","449"
"313","ritesh_sid","ritesh_sid","389974129","237"
"314","RNTata2000","RNTata2000","277434037","43"
"315","RonnieScrewvala","RonnieScrewvala","586361294","16"
"316","RpSingh99","RpSingh99","114423418","4"
"317","rsprasad","rsprasad","2222673457","267"
"318","ruchicatomar","ruchicatomar","63749116","72"
"319","S1dharthM","S1dharthM","950165300","979"
"320","sachin_rt","sachin_rt","135421739","636"
"321","SachinKalbag","SachinKalbag","14072047","7"
"322","sagarikaghose","sagarikaghose","56312411","315"
"323","saikatd","saikatd","49909770","16"
"324","sakpataudi","sakpataudi","597301440","23"
"325","salim_merchant","salim_merchant","98932084","67"
"326","SalmanRushdie","SalmanRushdie","373416209","11"
"327","sambitbal","sambitbal","16375496","11"
"328","SamsungMobileIN","SamsungMobileIN","46134530","863"
"329","sanjaymanjrekar","sanjaymanjrekar","176295495","3"
"330","SanjeevKapoor","SanjeevKapoor","56363343","78"
"331","Saqibsaleem","Saqibsaleem","151610720","3"
"332","sardesairajdeep","sardesairajdeep","56304605","523"
"333","satyamevjayate","satyamevjayate","513067381","9145"
"334","ScreenIndia","ScreenIndia","50271716","152"
"335","SGanguly99","SGanguly99","2708915372","205"
"336","Shaair","Shaair","30457335","93"
"337","shahidkapoor","shahidkapoor","56631494","1477"
"338","ShahnawazBJP","ShahnawazBJP","350128848","17"
"339","ShashiTharoor","ShashiTharoor","24705126","1697"
"340","ShekharGupta","ShekharGupta","2574072036","187"
"341","shekharkapur","shekharkapur","15093629","40"
"342","ShekharRavjiani","ShekharRavjiani","44345790","329"
"343","ShereenBhan","ShereenBhan","96087281","221"
"344","sherryontopp","sherryontopp","1320600308","9"
"345","shiekhspear","shiekhspear","67602060","455"
"346","shilparao11","shilparao11","89336577","16"
"347","ShirishKunder","ShirishKunder","60737306","46"
"348","ShivAroor","ShivAroor","139189823","196"
"349","ShraddhaKapoor","ShraddhaKapoor","317034396","3629"
"350","shreyaghoshal","shreyaghoshal","55520719","369"
"351","shrishtiarya","shrishtiarya","48990944","23"
"352","sidmallya","sidmallya","137616033","101"
"353","simon_schama","simon_schama","1707427058","1"
"354","singer_shaan","singer_shaan","114785416","42"
"355","SinghaniaGautam","SinghaniaGautam","754613281","35"
"356","SirPareshRawal","SirPareshRawal","355874903","19"
"357","SlaughterAM","SlaughterAM","252531143","3"
"358","smitaprakash","smitaprakash","50944856","319"
"359","smritiirani","smritiirani","130104041","34"
"360","SnehaRajani","SnehaRajani","84276772","1"
"361","sonakshisinha","sonakshisinha","94163409","1627"
"362","sonamakapoor","sonamakapoor","51376979","3921"
"363","soniandtv","soniandtv","32843303","108"
"364","sonunigam","sonunigam","57188977","66"
"365","SonuSood","SonuSood","295026890","2149"
"366","SonyLIV","SonyLIV","875118728","171"
"367","SonyMAX","SonyMAX","114671033","19"
"368","SonyTV","SonyTV","145592277","432"
"369","Sophie_Choudry","Sophie_Choudry","94816809","424"
"370","SrBachchan","SrBachchan","145125358","1549"
"371","sreesanth36","sreesanth36","110384744","15"
"372","SriSri","SriSri","61126132","134"
"373","StarMoviesIndia","StarMoviesIndia","75461927","185"
"374","StarPlus","StarPlus","93825359","5877"
"375","StarSportsIndia","StarSportsIndia","1026332905","398"
"376","StarWorldIndia","StarWorldIndia","75461194","109"
"377","SudhanshuTrived","SudhanshuTrived","252018855","12"
"378","sudhirchaudhary","sudhirchaudhary","75246346","171"
"379","suhasinih","suhasinih","25966181","55"
"380","suhelseth","suhelseth","37168231","554"
"381","Sulaiman","Sulaiman","24177024","24"
"382","SunidhiChauhan5","SunidhiChauhan5","109241992","25"
"383","superstarrajini","superstarrajini","1176135546","84"
"384","SushilModi","SushilModi","295251095","6"
"385","SushmaSwaraj","SushmaSwaraj","219617448","36"
"386","sussannekroshan","sussannekroshan","114501238","7"
"387","svaradarajan","svaradarajan","21014078","10"
"388","Swamy39","Swamy39","60937837","338"
"389","TandonRaveena","TandonRaveena","291557277","118"
"390","TanishaaMukerji","TanishaaMukerji","200150767","93"
"391","Tanvisha","Tanvisha","17864993","6"
"392","taran_adarsh","taran_adarsh","99642673","3516"
"393","Tarunvijay","Tarunvijay","13508182","2"
"394","TawdeVinod","TawdeVinod","1597860398","26"
"395","TexMinIndia","TexMinIndia","2589318188","8"
"396","The_AnuMalik","The_AnuMalik","217749900","7"
"397","thecaravanindia","thecaravanindia","86478153","1"
"398","TheFarahKhan","TheFarahKhan","195703895","6031"
"399","TheJohnAbraham","TheJohnAbraham","947192262","54"
"400","thekiranbedi","thekiranbedi","68977380","861"
"401","TheRahulMahajan","TheRahulMahajan","1025796991","3"
"402","TheRajKundra","TheRajKundra","440172131","374"
"403","TheRaymondLtd","TheRaymondLtd","786411930","7"
"404","TheShilpaShetty","TheShilpaShetty","115341081","429"
"405","thesushmitasen","thesushmitasen","84554399","67"
"406","TheVijayMallya","TheVijayMallya","128155589","4"
"407","TheVivaanShah","TheVivaanShah","2282022638","381"
"408","timesnow","timesnow","240649814","5194"
"409","timesofindia","timesofindia","134758540","1513"
"410","TipsFilms","TipsFilms","992437866","95"
"411","TOIEntertain","TOIEntertain","30857481","292"
"412","TSeries","TSeries","286036879","339"
"413","tunkuv","tunkuv","18639738","25"
"414","TwitterIndia","TwitterIndia","103770785","57"
"415","udaychopra","udaychopra","53555106","113"
"416","UNDP_India","UNDP_India","1088422554","52"
"417","UNinIndia","UNinIndia","1856588299","26"
"418","UTVStars","UTVStars","304815805","17"
"419","vajir","vajir","78598071","1"
"420","Varun_dvn","Varun_dvn","366947884","1183"
"421","varungandhi80","varungandhi80","172057857","6"
"422","VasundharaBJP","VasundharaBJP","1288175774","39"
"423","VenkyMysore","VenkyMysore","339439341","6"
"424","VijayGoelBJP","VijayGoelBJP","459849561","5"
"425","vikramchandra","vikramchandra","17717614","28"
"426","virendersehwag","virendersehwag","92724677","38"
"427","virsanghvi","virsanghvi","43568964","21"
"428","VishalDadlani","VishalDadlani","41364508","1445"
"429","vivek_oberoi","vivek_oberoi","68399705","165"
"430","vkhosla","vkhosla","42226885","3"
"431","VOGUEIndia","VOGUEIndia","78022296","266"
"432","warnerbrosindia","warnerbrosindia","17484733","30"
"433","yadavakhilesh","yadavakhilesh","57948579","20"
"434","yogrishiramdev","yogrishiramdev","559345507","309"
"435","YouTubeIndia","YouTubeIndia","180380465","43"
"436","yrf","yrf","61156375","215"
"437","YuvaiTV","YuvaiTV","486711396","44"
"438","YUVSTRONG12","YUVSTRONG12","59808841","34"
"439","ZeeNews","ZeeNews","18071358","220"
"440","ZeeNewsHindi","ZeeNewsHindi","461841349","23"
"441","ZeeTV","ZeeTV","791517902","2660"
"442","ZoomTV","ZoomTV","18354016","792"
"443","ChargersHome","ChargersHome","24882286","0"
"444","ChennaiExp2013","ChennaiExp2013","990928986","0"
"445","NMenonRao","NMenonRao","250495841","0"
"446","shibanidandekar","shibanidandekar","158089836","0"
"447","punewarriorsipl","punewarriorsipl","136687212","0"
"448","GurinderC","GurinderC","122046636","0"
"449","ShuklaRajiv","ShuklaRajiv","97913631","0"
"450","TheArmaanJain","TheArmaanJain","2526656012","0"
"451","SinghRPN","SinghRPN","1119384594","0"
"452","MishiAmit","MishiAmit","138330579","0"
"453","shammybaweja","shammybaweja","243584516","0"
"454","vikasbajaj","vikasbajaj","33338729","0"
"455","divyaspandana","divyaspandana","62101279","0"
"456","sampitroda","sampitroda","147493686","0"
"457","vanityparty","vanityparty","42917001","0"
"458","tiwarymanoj","tiwarymanoj","233924133","0"
"459","jiahkhan","jiahkhan","50706158","0"
"460","ImIshant","ImIshant","99918503","0"
"461","MOSHomeIndia","MOSHomeIndia","2597494213","0"
"462","kenghosh","kenghosh","92332298","0"
"463","KapilSibal","KapilSibal","1910442534","0"
"464","AbhayDeol","AbhayDeol","94833341","0"
"465","IMDbTV","IMDbTV","62589395","0"
"466","OmiOneKenobe","OmiOneKenobe","21957826","0"
"467","VinodKhanna","VinodKhanna","1659400986","0"
