"sno","nodes","id","celebrity_twitter_id","weight"
"204","livemint","livemint","17673635","47"
"205","M_Lekhi","M_Lekhi","373410448","30"
"206","MadhuriDixit","MadhuriDixit","220228167","47"
"207","madversity","madversity","63073975","39"
"208","Maheshbhupathi","Maheshbhupathi","58173133","1"
"209","MaheshNBhatt","MaheshNBhatt","53556894","18"
"210","makeinindia_","makeinindia_","2785480981","77"
"211","mandybedi","mandybedi","47571031","2"
"212","mangeshkarlata","mangeshkarlata","155151279","10"
"213","ManishMalhotra1","ManishMalhotra1","144755081","27"
"214","ManishPaul03","ManishPaul03","631926517","24"
"215","ManishTewari","ManishTewari","936695288","8"
"216","manoharparrikar","manoharparrikar","347035710","9"
"217","MarsOrbiter","MarsOrbiter","2765974980","6"
"218","MEAIndia","MEAIndia","441636351","27"
"219","medianama","medianama","14444461","4"
"220","MIB_India","MIB_India","920488039","14"
"221","MikaSingh","MikaSingh","613321095","20"
"222","milinddeora","milinddeora","332188446","10"
"223","mipaltan","mipaltan","106345557","21"
"224","MiraPagliNair","MiraPagliNair","265178794","3"
"225","MirzaSania","MirzaSania","87174678","126"
"226","MishalHusainBBC","MishalHusainBBC","74265849","8"
"227","MissMalini","MissMalini","16983244","99"
"228","Mohanlal","Mohanlal","148248527","2"
"229","MoHFW_INDIA","MoHFW_INDIA","2596143056","14"
"230","MPNaveenJindal","MPNaveenJindal","358136545","14"
"231","msdhoni","msdhoni","92708272","199"
"232","msisodia","msisodia","30417501","42"
"233","MTVIndia","MTVIndia","16507391","34"
"234","MumbaiCityFC","MumbaiCityFC","2558635207","56"
"235","mygovindia","mygovindia","2686834802","18"
"236","myindianidol","myindianidol","443635369","3"
"237","NandanNilekani","NandanNilekani","1867843520","4"
"238","naqvimukhtar","naqvimukhtar","287156977","17"
"239","narendramodi","narendramodi","18839785","1029"
"240","narendramodi_in","narendramodi_in","296612629","57"
"241","NargisFakhri","NargisFakhri","102382667","38"
"242","NavbharatTimes","NavbharatTimes","123171317","51"
"243","ncbn","ncbn","85221650","21"
"244","ndtv","ndtv","37034483","244"
"245","ndtvgoodtimes","ndtvgoodtimes","38412590","16"
"246","neelamkothari","neelamkothari","104417011","3"
"247","NehaDhupia","NehaDhupia","56913467","54"
"248","NeilNMukesh","NeilNMukesh","70903729","46"
"249","NeinQuarterly","NeinQuarterly","458966079","59"
"250","NewsyVideos","NewsyVideos","9783422","2"
"251","NH7","NH7","15875921","40"
"252","nikhilchinapa","nikhilchinapa","47753886","42"
"253","nikitindheer","nikitindheer","1129278218","2"
"254","nilanjanaroy","nilanjanaroy","36052760","2"
"255","NimratOfficial","NimratOfficial","60023642","16"
"256","nitin_gadkari","nitin_gadkari","97217966","48"
"257","NSaina","NSaina","1196254680","31"
"258","nsitharaman","nsitharaman","58243368","22"
"259","nytimesworld","nytimesworld","1877831","51"
"260","PadmaLakshmi","PadmaLakshmi","57371662","24"
"261","Pallamrajumm","Pallamrajumm","1154869812","1"
"262","PandaJay","PandaJay","331136088","29"
"263","PankajPachauri","PankajPachauri","33464913","1"
"264","parakala","parakala","57953364","3"
"265","ParineetiChopra","ParineetiChopra","33801019","148"
"266","PDdancing","PDdancing","700568101","11"
"267","PIB_India","PIB_India","231033118","69"
"268","PiyushGoyal","PiyushGoyal","1324334436","20"
"269","PlanComIndia","PlanComIndia","1244137812","1"
"270","PMOIndia","PMOIndia","471741741","476"
"271","PMuralidharRao","PMuralidharRao","19438384","2"
"272","poojabeditweets","poojabeditweets","75968447","3"
"273","poonam_mahajan","poonam_mahajan","230856076","1"
"274","PrabhuChawla","PrabhuChawla","40400019","53"
"275","praful_patel","praful_patel","2189716682","6"
"276","PrakashJavdekar","PrakashJavdekar","1072993274","30"
"277","PrannoyRoyNDTV","PrannoyRoyNDTV","83529586","9"
"278","prashantktm","prashantktm","346316391","2"
"279","PritishNandy","PritishNandy","52339151","18"
"280","priyankachopra","priyankachopra","18681139","186"
"281","PTI","PTI","17299063","7"
"282","quizderek","quizderek","120965579","29"
"283","R_Khanna","R_Khanna","53790896","10"
"284","Ra_THORe","Ra_THORe","61458407","3"
"285","Raghav_Bahl","Raghav_Bahl","169058509","5"
"286","RahulBose1","RahulBose1","116677732","27"
"287","rahulkanwal","rahulkanwal","75509967","70"
"288","RailMinIndia","RailMinIndia","2602959463","22"
"289","rajasthanroyals","rajasthanroyals","17082958","10"
"290","rajcheerfull","rajcheerfull","83212615","25"
"291","rajeev_mp","rajeev_mp","28082599","21"
"292","rajeevgowda","rajeevgowda","23766957","3"
"293","RajeevMasand","RajeevMasand","27602673","15"
"294","RajivMakhni","RajivMakhni","75714954","22"
"295","raju","raju","224180296","17"
"296","RakeyshOmMehra","RakeyshOmMehra","261090708","5"
"297","Ram_Guha","Ram_Guha","1657730988","7"
"298","rameshsrivats","rameshsrivats","17482727","16"
"299","RamKapoor","RamKapoor","364061735","12"
"300","ramonasworld","ramonasworld","121366894","7"
"301","rampalarjun","rampalarjun","108936259","11"
"302","RanaDaggubati","RanaDaggubati","111871312","13"
"303","RandeepHooda","RandeepHooda","66092787","34"
"304","RannvijaySingha","RannvijaySingha","123287206","19"
"305","RanveerOfficial","RanveerOfficial","68497896","99"
"306","RashtrapatiBhvn","RashtrapatiBhvn","2597413135","36"
"307","RCBTweets","RCBTweets","70931004","7"
"308","realpreityzinta","realpreityzinta","86254626","60"
"309","RedChilliesEnt","RedChilliesEnt","1243173036","55"
"310","RGVzoomin","RGVzoomin","43017766","7"
"311","RichaChadda","RichaChadda","207888272","6"
"312","Riteishd","Riteishd","57998991","67"
"313","ritesh_sid","ritesh_sid","389974129","10"
"314","RNTata2000","RNTata2000","277434037","14"
"315","RonnieScrewvala","RonnieScrewvala","586361294","14"
"316","RpSingh99","RpSingh99","114423418","4"
"317","rsprasad","rsprasad","2222673457","60"
"318","ruchicatomar","ruchicatomar","63749116","8"
"319","S1dharthM","S1dharthM","950165300","79"
"320","sachin_rt","sachin_rt","135421739","91"
"321","SachinKalbag","SachinKalbag","14072047","6"
"322","sagarikaghose","sagarikaghose","56312411","130"
"323","saikatd","saikatd","49909770","8"
"324","sakpataudi","sakpataudi","597301440","12"
"325","salim_merchant","salim_merchant","98932084","16"
"326","SalmanRushdie","SalmanRushdie","373416209","5"
"327","sambitbal","sambitbal","16375496","3"
"328","SamsungMobileIN","SamsungMobileIN","46134530","34"
"329","sanjaymanjrekar","sanjaymanjrekar","176295495","1"
"330","SanjeevKapoor","SanjeevKapoor","56363343","30"
"331","Saqibsaleem","Saqibsaleem","151610720","3"
"332","sardesairajdeep","sardesairajdeep","56304605","180"
"333","satyamevjayate","satyamevjayate","513067381","272"
"334","ScreenIndia","ScreenIndia","50271716","29"
"335","SGanguly99","SGanguly99","2708915372","28"
"336","Shaair","Shaair","30457335","35"
"337","shahidkapoor","shahidkapoor","56631494","182"
"338","ShahnawazBJP","ShahnawazBJP","350128848","15"
"339","ShashiTharoor","ShashiTharoor","24705126","258"
"340","ShekharGupta","ShekharGupta","2574072036","41"
"341","shekharkapur","shekharkapur","15093629","34"
"342","ShekharRavjiani","ShekharRavjiani","44345790","57"
"343","ShereenBhan","ShereenBhan","96087281","21"
"344","sherryontopp","sherryontopp","1320600308","9"
"345","shiekhspear","shiekhspear","67602060","18"
"346","shilparao11","shilparao11","89336577","7"
"347","ShirishKunder","ShirishKunder","60737306","13"
"348","ShivAroor","ShivAroor","139189823","20"
"349","ShraddhaKapoor","ShraddhaKapoor","317034396","234"
"350","shreyaghoshal","shreyaghoshal","55520719","124"
"351","shrishtiarya","shrishtiarya","48990944","10"
"352","sidmallya","sidmallya","137616033","19"
"353","simon_schama","simon_schama","1707427058","1"
"354","singer_shaan","singer_shaan","114785416","21"
"355","SinghaniaGautam","SinghaniaGautam","754613281","15"
"356","SirPareshRawal","SirPareshRawal","355874903","7"
"357","SlaughterAM","SlaughterAM","252531143","2"
"358","smitaprakash","smitaprakash","50944856","31"
"359","smritiirani","smritiirani","130104041","28"
"360","SnehaRajani","SnehaRajani","84276772","1"
"361","sonakshisinha","sonakshisinha","94163409","128"
"362","sonamakapoor","sonamakapoor","51376979","123"
"363","soniandtv","soniandtv","32843303","7"
"364","sonunigam","sonunigam","57188977","51"
"365","SonuSood","SonuSood","295026890","121"
"366","SonyLIV","SonyLIV","875118728","7"
"367","SonyMAX","SonyMAX","114671033","15"
"368","SonyTV","SonyTV","145592277","47"
"369","Sophie_Choudry","Sophie_Choudry","94816809","18"
"370","SrBachchan","SrBachchan","145125358","376"
"371","sreesanth36","sreesanth36","110384744","13"
"372","SriSri","SriSri","61126132","55"
"373","StarMoviesIndia","StarMoviesIndia","75461927","28"
"374","StarPlus","StarPlus","93825359","183"
"375","StarSportsIndia","StarSportsIndia","1026332905","93"
"376","StarWorldIndia","StarWorldIndia","75461194","24"
"377","SudhanshuTrived","SudhanshuTrived","252018855","11"
"378","sudhirchaudhary","sudhirchaudhary","75246346","47"
"379","suhasinih","suhasinih","25966181","25"
"380","suhelseth","suhelseth","37168231","49"
"381","Sulaiman","Sulaiman","24177024","11"
"382","SunidhiChauhan5","SunidhiChauhan5","109241992","16"
"383","superstarrajini","superstarrajini","1176135546","34"
"384","SushilModi","SushilModi","295251095","6"
"385","SushmaSwaraj","SushmaSwaraj","219617448","26"
"386","sussannekroshan","sussannekroshan","114501238","5"
"387","svaradarajan","svaradarajan","21014078","10"
"388","Swamy39","Swamy39","60937837","200"
"389","TandonRaveena","TandonRaveena","291557277","38"
"390","TanishaaMukerji","TanishaaMukerji","200150767","19"
"391","Tanvisha","Tanvisha","17864993","6"
"392","taran_adarsh","taran_adarsh","99642673","123"
"393","Tarunvijay","Tarunvijay","13508182","2"
"394","TawdeVinod","TawdeVinod","1597860398","8"
"395","TexMinIndia","TexMinIndia","2589318188","2"
"396","The_AnuMalik","The_AnuMalik","217749900","3"
"397","thecaravanindia","thecaravanindia","86478153","1"
"398","TheFarahKhan","TheFarahKhan","195703895","451"
"399","TheJohnAbraham","TheJohnAbraham","947192262","16"
"400","thekiranbedi","thekiranbedi","68977380","145"
"401","TheRahulMahajan","TheRahulMahajan","1025796991","1"
"402","TheRajKundra","TheRajKundra","440172131","18"
"403","TheRaymondLtd","TheRaymondLtd","786411930","2"
"404","TheShilpaShetty","TheShilpaShetty","115341081","31"
"405","thesushmitasen","thesushmitasen","84554399","22"
"406","TheVijayMallya","TheVijayMallya","128155589","4"
"407","TheVivaanShah","TheVivaanShah","2282022638","69"
"408","timesnow","timesnow","240649814","376"
"409","timesofindia","timesofindia","134758540","319"
"410","TipsFilms","TipsFilms","992437866","25"
"411","TOIEntertain","TOIEntertain","30857481","62"
"412","TSeries","TSeries","286036879","20"
"413","tunkuv","tunkuv","18639738","7"
"414","TwitterIndia","TwitterIndia","103770785","19"
"415","udaychopra","udaychopra","53555106","19"
"416","UNDP_India","UNDP_India","1088422554","22"
"417","UNinIndia","UNinIndia","1856588299","5"
"418","UTVStars","UTVStars","304815805","8"
"419","vajir","vajir","78598071","1"
"420","Varun_dvn","Varun_dvn","366947884","92"
"421","varungandhi80","varungandhi80","172057857","5"
"422","VasundharaBJP","VasundharaBJP","1288175774","30"
"423","VenkyMysore","VenkyMysore","339439341","2"
"424","VijayGoelBJP","VijayGoelBJP","459849561","5"
"425","vikramchandra","vikramchandra","17717614","24"
"426","virendersehwag","virendersehwag","92724677","23"
"427","virsanghvi","virsanghvi","43568964","15"
"428","VishalDadlani","VishalDadlani","41364508","154"
"429","vivek_oberoi","vivek_oberoi","68399705","32"
"430","vkhosla","vkhosla","42226885","3"
"431","VOGUEIndia","VOGUEIndia","78022296","31"
"432","warnerbrosindia","warnerbrosindia","17484733","8"
"433","yadavakhilesh","yadavakhilesh","57948579","19"
"434","yogrishiramdev","yogrishiramdev","559345507","32"
"435","YouTubeIndia","YouTubeIndia","180380465","8"
"436","yrf","yrf","61156375","34"
"437","YuvaiTV","YuvaiTV","486711396","3"
"438","YUVSTRONG12","YUVSTRONG12","59808841","26"
"439","ZeeNews","ZeeNews","18071358","91"
"440","ZeeNewsHindi","ZeeNewsHindi","461841349","18"
"441","ZeeTV","ZeeTV","791517902","167"
"442","ZoomTV","ZoomTV","18354016","82"
"443","ChargersHome","ChargersHome","24882286","0"
"444","ChennaiExp2013","ChennaiExp2013","990928986","0"
"445","NMenonRao","NMenonRao","250495841","0"
"446","shibanidandekar","shibanidandekar","158089836","0"
"447","punewarriorsipl","punewarriorsipl","136687212","0"
"448","GurinderC","GurinderC","122046636","0"
"449","ShuklaRajiv","ShuklaRajiv","97913631","0"
"450","TheArmaanJain","TheArmaanJain","2526656012","0"
"451","SinghRPN","SinghRPN","1119384594","0"
"452","MishiAmit","MishiAmit","138330579","0"
"453","shammybaweja","shammybaweja","243584516","0"
"454","vikasbajaj","vikasbajaj","33338729","0"
"455","divyaspandana","divyaspandana","62101279","0"
"456","sampitroda","sampitroda","147493686","0"
"457","vanityparty","vanityparty","42917001","0"
"458","tiwarymanoj","tiwarymanoj","233924133","0"
"459","jiahkhan","jiahkhan","50706158","0"
"460","ImIshant","ImIshant","99918503","0"
"461","MOSHomeIndia","MOSHomeIndia","2597494213","0"
"462","kenghosh","kenghosh","92332298","0"
"463","KapilSibal","KapilSibal","1910442534","0"
"464","AbhayDeol","AbhayDeol","94833341","0"
"465","IMDbTV","IMDbTV","62589395","0"
"466","OmiOneKenobe","OmiOneKenobe","21957826","0"
"467","VinodKhanna","VinodKhanna","1659400986","0"
