;RanaDaggubati;rsprasad;ajaydevgn;Raghav_Bahl;FCGoaOfficial;abhijitmajumder;drramansingh;Kailashkher;MTVIndia;yrf;ANI_news;MPNaveenJindal;virsanghvi;ImZaheer;SushilModi;ChargersHome;sonamakapoor;ChennaiIPL;TheVijayMallya;SonyTV;AmitShahOffice;DelhiDaredevils;SonyLIV;StarPlus;anubhabhonsle;BajpayeeManoj;PrannoyRoyNDTV;arunjaitley;jaavedjaaferi;PlanComIndia;CMMadhyaPradesh;iHrithik;ChennaiExp2013;simon_schama;KBFCOfficial;soniandtv;rampalarjun;ADTSinghSharma;gchahal;Pallamrajumm;PMOIndia;poonam_mahajan;Tarunvijay;virendersehwag;medianama;IMGWorldwide;sonakshisinha;shiekhspear;DeependerSHooda;NMenonRao;SunidhiChauhan5;Ileana_Official;LaraDutta;neelamkothari;Jemima_Khan;SonyMAX;Saqibsaleem;BCCI;ashabhosle;imVkohli;BJP4India;nikitindheer;SamsungMobileIN;irrfan_k;deepikapadukone;authoramish;sudhirchaudhary;ramonasworld;BibhuMohapatra;dalermehndi;BecauseImFreida;rajeev_mp;RamKapoor;shibanidandekar;Sophie_Choudry;cricketwallah;shilparao11;VijayGoelBJP;TOIEntertain;jonathanshainin;mangeshkarlata;R_Khanna;manoharparrikar;StarMoviesIndia;ErosNow;HHShkMohd;NimratOfficial;ibnlive;NeinQuarterly;GreatKhali;buzzindelhi;kaushikcbasu;RajivMakhni;asliyoyo;VasundharaBJP;dhume;VishalDadlani;AliZafarsays;Mohanlal;TipsFilms;IndiaToday;punewarriorsipl;suhasinih;SushmaSwaraj;JhaSanjay;shahidkapoor;sagarikaghose;MaheshNBhatt;HMOIndia;svaradarajan;CelinaJaitly;RichaChadda;karanjohar;NargisFakhri;milinddeora;GOLDIEBEHL;yadavakhilesh;atletidekolkata;PMuralidharRao;myindianidol;nsitharaman;ShereenBhan;ChadMMurray;sussannekroshan;RonnieScrewvala;TheShilpaShetty;Maheshbhupathi;GurinderC;adityakalra;ShuklaRajiv;ChennaiyinFC;amolrajan;bindasstv;ArshadWarsi;RCBTweets;kunalkohli;DrKumarVishwas;AnanthKumar_BJP;boxofficeindia;ArvindKejriwal;ETNOWlive;SGanguly99;TheArmaanJain;PDdancing;SinghRPN;praful_patel;IndSuperLeague;sakpataudi;AnirudhChaudhry;dna;bipsluvurself;iam_juhi;MishiAmit;airnewsalerts;sardesairajdeep;taran_adarsh;ColorsTV;TheRahulMahajan;shekharkapur;smritiirani;MIB_India;tunkuv;VenkyMysore;Sulaiman;TheRaymondLtd;ManishTewari;shammybaweja;HaydonLisa;Lisaraniray;vikasbajaj;RedChilliesEnt;Gupta_vijender;FarOutAkhtar;thekiranbedi;TheJohnAbraham;DabbooRatnani;isro;NH7;SriSri;BT_India;Abhinav_Bindra;htTweets;adgpi;ArjunArtist;ashwinravi99;AnilKapoor;IndianExpress;divyaspandana;DrSYQuraishi;AnupamPkher;HTMumbai;dhanushkraja;NavbharatTimes;abpnewstv;Kritika_Kamra;NSaina;DalaiLama;Ayeshatakia;sampitroda;arrahman;raju;SlaughterAM;ShekharRavjiani;PankajPachauri;KBCsony;ianuragthakur;ShirishKunder;AnushkaSharma;yogrishiramdev;vivek_oberoi;S1dharthM;NehaDhupia;DharmaMovies;ShashiTharoor;vanityparty;rajcheerfull;PTI;NeilNMukesh;warnerbrosindia;iamnagarjuna;RashtrapatiBhvn;DDNewsLive;ForeignAffairs;PIB_India;DianaPenty;UNDP_India;suhelseth;BDUTT;narendramodi;BJPRajnathSingh;anandibenpatel;anandmahindra;StarSportsIndia;duttsanjay;ManishMalhotra1;AndPicturesIN;PrabhuChawla;ScreenIndia;bomanirani;shreyaghoshal;ndtv;ParineetiChopra;salim_merchant;LifeOKTV;aditiraohydari;shrishtiarya;PadmaLakshmi;SachinKalbag;humasqureshi;abdullah_omar;RailMinIndia;digvijaya_28;Dhoom3TheMovie;tiwarymanoj;AamAadmiParty;timesnow;GargiRawat;sonunigam;chetan_bhagat;UNinIndia;smitaprakash;PiyushGoyal;gqindia;livemint;RanveerOfficial;ManishPaul03;AzmiShabana;poojabeditweets;saikatd;anupamachopra;gurdasmaan;rameshsrivats;ritesh_sid;sanjaymanjrekar;vikramchandra;SinghaniaGautam;Gen_VKSingh;SanjeevKapoor;jiahkhan;AllIndiaBakchod;imbhandarkar;priyankachopra;FCPuneCity;vkhosla;AmritaRao;Asli_Jacqueline;NewsyVideos;GulPanag;YUVSTRONG12;mipaltan;RahulBose1;ImIshant;divyadutta25;thecaravanindia;MirzaSania;makeinindia_;ItsAmitTrivedi;ajaymaken;singer_shaan;ESET;SirPareshRawal;k_satyarthi;Tanvisha;filmfare;vajir;madversity;SnehaRajani;YouTubeIndia;ETCBollywood;mygovindia;RakeyshOmMehra;thesushmitasen;TexMinIndia;arjunk26;Swamy39;Ra_THORe;HeadlinesToday;juniorbachchan;aajtak;karan009wahi;RannvijaySingha;MOSHomeIndia;nikhilchinapa;parakala;udaychopra;JP_LOKSATTA;IndianDiplomacy;ZoomTV;deespeak;ShahnawazBJP;The_AnuMalik;narendramodi_in;aliaa08;DelhiDynamos;realpreityzinta;HTBrunch;AapYogendra;Javedakhtarjadu;Actor_Siddharth;ashutosh83B;ambkcsingh;TSeries;quizderek;ZeeNewsHindi;TawdeVinod;StarWorldIndia;ash_r_dhanush;TandonRaveena;HNY;timesofindia;ComedyCentralIn;ishaantharoor;karshkalemusic;Shaair;Ram_Guha;ShivAroor;TwitterIndia;bhupendrachaube;M_Lekhi;ruchicatomar;nilanjanaroy;prashantktm;GautamGambhir;UTVStars;FarahKhanAli;kartikmurali;RandeepHooda;ayushmannk;ZeeTV;PrakashJavdekar;VOGUEIndia;IPL;ashesinwind;RpSingh99;mandybedi;rahulkanwal;TheRajKundra;Guttajwala;kenghosh;MadhuriDixit;msdhoni;ncbn;dreamgirlhema;MoHFW_INDIA;bhogleharsha;atulkasbekar;rajasthanroyals;Varun_dvn;drharshvardhan;iamsrk;MumbaiCityFC;ndtvgoodtimes;sambitbal;RGVzoomin;gauris;KapilSibal;AbhayDeol;MEAIndia;Dev_Fadnavis;ImRaina;jiteshpillaai;jackkybhagnani;NandanNilekani;itsaadee;MishalHusainBBC;TanishaaMukerji;ChouhanShivraj;naqvimukhtar;AUThackeray;chakrabortty;RajeevMasand;rajeevgowda;SalmanRushdie;YuvaiTV;ShraddhaKapoor;varungandhi80;TheFarahKhan;sherryontopp;LalitKModi;impoornapatel;CimGOI;SonuSood;nytimesworld;harbhajan_singh;PandaJay;akshaykumar;arbaazSkhan;IMDbTV;chuckpalahniuk;MarsOrbiter;superstarrajini;KKRiders;OmiOneKenobe;MiraPagliNair;MikaSingh;ZeeNews;nitin_gadkari;aamir_khan;KapilSharmaK9;iKabirBedi;sachin_rt;ActorMadhavan;sidmallya;kalkikanmani;VinodKhanna;konkonas;BeingSalmanKhan;ImranKhanPTI;anubhavsinha;MissMalini;PritishNandy;ChannelvIndia;ghoshworld;SrBachchan;googleindia;RNTata2000;geneliad;satyamevjayate;msisodia;sreesanth36;ShekharGupta;CNBCTV18Live;Riteishd;fbhutto;TheVivaanShah;HSKDOfficial;SudhanshuTrived
RanaDaggubati;0;0;1.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;2.0;0;0;1.0;0;0;0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;4.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;1.0;1.0;0;0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;2.0;0;0;1.0;0;0;0;0;0;0;1.0;1.0;0;0;1.0;0;0;0;0;0;1.0;0;1.0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;1.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;1.0;0;0;0;1.0;0;0;0;0;34.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;1.0;0;2.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;0;2.0;0;2.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;2.0;0;1.0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;1.0;0;0;0;0;0;2.0;0;0;0;0
rsprasad;0;0;0;0;0;0;7.0;0;1.0;1.0;9.0;0;0;0;0;0;3.0;0;0;0;10.0;0;0;3.0;0;0;0;4.0;0;0;0;17.0;0;0;1.0;1.0;0;0;0;0;22.0;0;1.0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;0;1.0;0;1.0;7.0;0;1.0;0;0;0;2.0;0;0;0;0;2.0;0;0;1.0;0;0;2.0;0;0;0;1.0;2.0;0;0;0;0;12.0;0;0;2.0;0;1.0;0;3.0;1.0;1.0;0;0;0;6.0;0;2.0;3.0;3.0;0;4.0;0;6.0;0;0;0;0;0;0;0;1.0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;2.0;1.0;0;8.0;0;0;0;0;0;0;1.0;0;0;2.0;0;0;0;13.0;5.0;0;0;0;1.0;6.0;1.0;0;0;0;0;2.0;0;0;0;0;0;0;0;9.0;0;0;0;0;1.0;1.0;0;13.0;6.0;0;0;0;10.0;0;0;10.0;0;0;1.0;1.0;0;0;1.0;0;0;0;1.0;0;0;0;0;3.0;0;0;8.0;0;0;1.0;0;21.0;0;0;0;0;0;0;19.0;14.0;0;16.0;0;0;3.0;3.0;46.0;5.0;1.0;0;0;0;0;0;7.0;0;1.0;0;5.0;1.0;0;0;0;0;0;0;0;0;6.0;4.0;0;0;2.0;15.0;0;0;2.0;0;1.0;3.0;0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;0;1.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;3.0;14.0;0;3.0;0;0;0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;2.0;2.0;0;1.0;2.0;8.0;0;0;0;1.0;0;0;0;3.0;0;0;1.0;0;0;0;1.0;0;1.0;3.0;0;0;1.0;0;0;0;0;2.0;0;0;1.0;2.0;5.0;0;0;0;0;0;1.0;0;2.0;8.0;0;0;0;0;0;1.0;0;0;0;0;10.0;0;0;0;0;0;1.0;1.0;0;0;0;0;1.0;0;0;1.0;0;0;2.0;4.0;2.0;0;0;0;0;0;0;0;1.0;11.0;0;0;0;0;0;0;0;2.0;3.0;1.0;0;0;0;0;3.0;0;1.0;3.0;0;1.0;0;0;0;1.0;0;2.0;0;0;0;0;0;0;0;0;0;0;1.0;5.0;3.0;1.0;0;2.0;0;0;0;0;0;0;0;1.0;1.0;0;0;0;1.0;0;0;0;7.0;1.0;0;2.0;0;0;0;0;0;2.0
ajaydevgn;1.0;0;0;0;2.0;0;1.0;0;0;9.0;0;0;0;0;0;0;19.0;1.0;0;4.0;4.0;0;0;4.0;0;1.0;0;5.0;0;0;0;29.0;0;0;1.0;0;3.0;2.0;0;0;4.0;0;0;2.0;0;0;30.0;1.0;0;0;0;5.0;1.0;0;0;0;0;2.0;2.0;2.0;2.0;0;3.0;0;23.0;0;0;0;0;0;0;0;0;0;2.0;0;1.0;0;3.0;0;0;1.0;0;1.0;22.0;0;1.0;10.0;0;0;1.0;0;0;2.0;1.0;0;3.0;4.0;0;4.0;5.0;0;0;0;0;12.0;0;1.0;0;0;1.0;1.0;10.0;1.0;0;0;0;1.0;0;0;0;0;0;0;0;10.0;0;0;0;0;11.0;0;0;1.0;0;0;2.0;0;4.0;2.0;0;1.0;0;13.0;0;0;4.0;4.0;0;6.0;6.0;1.0;0;2.0;0;59.0;10.0;0;0;0;1.0;0;0;1.0;0;0;0;0;0;0;4.0;0;5.0;1.0;0;0;0;0;0;1.0;0;6.0;0;0;0;5.0;3.0;0;0;15.0;1.0;1.0;1.0;2.0;1.0;0;0;0;0;2.0;0;0;5.0;0;0;1.0;0;3.0;0;1.0;12.0;4.0;5.0;6.0;0;0;0;2.0;0;0;2.0;5.0;0;2.0;2.0;0;0;0;31.0;2.0;0;0;0;0;4.0;0;1.0;4.0;11.0;1.0;1.0;21.0;1.0;2.0;3.0;0;0;0;1.0;0;1.0;4.0;0;0;0;6.0;0;1.0;5.0;0;0;1.0;1.0;0;8.0;0;0;0;0;1.0;0;0;2.0;0;0;0;0;0;0;0;0;10.0;13.0;0;0;8.0;0;0;1.0;1.0;0;0;0;1.0;4.0;4.0;0;0;1.0;0;0;0;0;17.0;0;0;0;1.0;25.0;0;5.0;4.0;0;15.0;0;0;1.0;32.0;2.0;0;1.0;0;0;0;2.0;0;1.0;5.0;0;0;1.0;0;4.0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;24.0;6.0;2.0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;2.0;2.0;8.0;0;2.0;0;0;0;0;0;5.0;0;0;1.0;3.0;0;0;0;0;1.0;0;9.0;0;48.0;2.0;0;0;0;0;0;0;1.0;2.0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;19.0;0;23.0;0;0;0;0;19.0;0;0;0;11.0;0;0;0;0;1.0;0;0;0;2.0;1.0;2.0;15.0;9.0;0;7.0;0;1.0;1.0;0;1.0;19.0;0;5.0;4.0;0;0;0;19.0;0;0;3.0;9.0;0;0;0;0;12.0;0;4.0;0;0
Raghav_Bahl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FCGoaOfficial;0;0;2.0;0;0;0;0;0;1.0;2.0;1.0;0;1.0;0;0;0;10.0;10.0;0;5.0;0;1.0;1.0;13.0;0;0;0;2.0;0;0;0;85.0;0;0;79.0;1.0;1.0;0;0;0;1.0;0;0;0;0;0;25.0;1.0;0;0;0;6.0;0;0;0;0;0;10.0;0;211.0;0;0;2.0;0;23.0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;2.0;0;0;1.0;0;1.0;0;0;0;21.0;0;0;0;0;0;0;0;0;4.0;0;0;1.0;8.0;0;0;0;0;8.0;1.0;0;0;0;0;1.0;10.0;7.0;0;0;0;103.0;0;0;0;0;0;0;0;2.0;0;0;0;0;64.0;0;1.0;0;2.0;2.0;2.0;0;2.0;6.0;0;9.0;0;0;0;0;322.0;0;0;5.0;1.0;0;0;7.0;2.0;9.0;17.0;0;0;0;1.0;0;0;0;1.0;0;0;7.0;0;0;11.0;0;3.0;0;4.0;2.0;1.0;0;0;0;0;7.0;1.0;0;0;1.0;2.0;0;0;10.0;0;1.0;1.0;6.0;0;2.0;0;0;0;2.0;0;0;3.0;0;0;0;0;9.0;0;2.0;9.0;1.0;3.0;8.0;0;0;0;1.0;0;0;1.0;7.0;0;0;0;0;3.0;1.0;48.0;0;0;0;13.0;0;1.0;2.0;0;3.0;7.0;0;1.0;17.0;0;1.0;1.0;0;0;0;1.0;0;0;2.0;0;0;8.0;11.0;0;0;3.0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;156.0;0;0;2.0;0;0;1.0;4.0;1.0;0;0;0;21.0;3.0;0;0;1.0;0;0;1.0;0;16.0;0;1.0;0;1.0;5.0;0;1.0;0;0;57.0;1.0;0;0;39.0;2.0;0;0;0;1.0;0;1.0;0;0;6.0;0;0;0;0;5.0;65.0;2.0;1.0;3.0;0;0;1.0;0;1.0;0;0;0;1.0;0;1.0;18.0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;6.0;0;1.0;1.0;1.0;0;0;0;3.0;0;0;0;12.0;0;0;0;0;5.0;4.0;30.0;0;51.0;18.0;1.0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;23.0;0;18.0;0;1.0;0;0;17.0;0;8.0;0;2.0;0;0;0;0;0;1.0;0;0;3.0;0;0;9.0;10.0;0;25.0;0;2.0;2.0;0;0;13.0;0;2.0;7.0;0;0;0;19.0;0;0;0;20.0;0;0;0;0;3.0;0;2.0;0;0
abhijitmajumder;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;8.0;0;0;1.0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;1.0;2.0;1.0;0;0;0;3.0;0;0;0;0;1.0;1.0;0;1.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;1.0;1.0;0;0;0;0;0;0;1.0;0;0;1.0;0;0;0;3.0;1.0;1.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;3.0;0;0;0;0;2.0;0;0;3.0;2.0;0;0;0;1.0;0;0;23.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;3.0;0;0;2.0;1.0;9.0;0;0;0;0;0;1.0;0;1.0;0;1.0;0;2.0;0;0;0;0;0;0;0;0;0;2.0;1.0;0;0;1.0;12.0;0;0;0;0;8.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;2.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;1.0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;1.0;0;0;0;0;1.0;0;0;0;1.0;0;0;1.0;0;0;0;0;0;0
drramansingh;0;7.0;1.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;2.0;0;0;0;3.0;0;0;1.0;0;0;0;2.0;0;0;0;15.0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;6.0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;2.0;0;0;0;1.0;0;1.0;0;1.0;0;0;0;0;0;0;0;0;0;1.0;0;1.0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;5.0;1.0;0;4.0;0;0;0;0;0;0;1.0;0;0;2.0;0;0;0;0;1.0;1.0;0;0;0;2.0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;4.0;1.0;0;0;0;3.0;0;0;1.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;1.0;0;0;0;0;8.0;0;0;0;0;0;0;14.0;6.0;0;6.0;0;0;0;1.0;24.0;0;0;0;0;0;0;0;4.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;8.0;0;0;0;1.0;0;2.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;26.0;4.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;0;1.0;1.0;5.0;0;0;0;0;0;0;0;2.0;0;0;1.0;0;0;0;1.0;0;0;2.0;0;0;1.0;0;0;0;0;1.0;0;0;0;1.0;2.0;0;0;0;0;0;1.0;0;3.0;4.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;1.0;0;1.0;1.0;1.0;0;0;0;0;0;0;0;1.0;6.0;0;0;0;0;0;0;0;0;1.0;1.0;0;0;0;0;1.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;0;1.0;0;0;0;0;0;1.0
Kailashkher;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;1.0;0;0;0;0;0;3.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;1.0;0;0;2.0;0;0;0;0;0;0;0;0;3.0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;2.0;0;0;0;0;1.0;1.0;0;0;1.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;1.0;0;1.0;1.0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;2.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;0;1.0;1.0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;1.0;4.0;0;0;0;0;0;0;0;0;0;3.0;2.0;2.0;2.0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;1.0;0;2.0;0;0;0;0;1.0;0;0;1.0;0;0;0;0;1.0;0;0;3.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;0;1.0;0;0;0;0;1.0;0;0;0;1.0;2.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;1.0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;0;2.0;0;0;0;0;0;0;1.0;0;5.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;1.0;2.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;2.0;0;1.0;0;0;0;0;0;1.0;0;0;1.0;0;0;0;4.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0
MTVIndia;0;1.0;0;0;1.0;0;0;0;0;3.0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;5.0;0;0;0;0;0;0;0;5.0;0;0;0;1.0;0;1.0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;1.0;0;0;1.0;0;7.0;0;1.0;0;0;0;0;1.0;1.0;0;2.0;0;1.0;0;3.0;0;0;1.0;0;0;0;0;0;6.0;0;0;0;0;1.0;0;0;0;4.0;0;0;1.0;2.0;0;0;0;0;3.0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;1.0;1.0;0;1.0;0;2.0;1.0;0;1.0;0;0;0;0;3.0;0;0;1.0;0;0;0;0;1.0;2.0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;1.0;0;0;0;4.0;0;0;0;0;1.0;0;0;3.0;0;0;0;1.0;4.0;0;0;0;0;1.0;0;0;0;0;0;0;0;1.0;0;0;4.0;1.0;2.0;2.0;0;0;0;0;0;0;1.0;1.0;0;0;0;0;1.0;2.0;9.0;0;0;0;2.0;0;0;0;0;1.0;5.0;0;0;4.0;0;2.0;0;0;0;0;0;0;0;0;0;0;3.0;3.0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;1.0;0;0;0;0;1.0;0;0;0;1.0;3.0;0;0;1.0;0;0;0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;4.0;0;0;0;1.0;2.0;0;0;0;0;6.0;0;0;0;11.0;1.0;0;1.0;0;22.0;0;0;0;1.0;2.0;0;0;0;0;4.0;2.0;1.0;1.0;0;0;0;0;1.0;2.0;0;0;0;0;0;1.0;10.0;4.0;1.0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;2.0;5.0;0;1.0;0;0;0;0;0;3.0;0;0;0;1.0;1.0;0;0;0;0;0;5.0;0;15.0;2.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;13.0;0;0;0;0;6.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;2.0;5.0;0;0;0;0;1.0;0;0;4.0;0;1.0;6.0;0;1.0;0;5.0;0;0;0;5.0;0;0;0;0;1.0;0;1.0;0;0
